nombre_instalacion,direccion,ciudad,codigo_postal,telefono,horario_apertura,horario_cierre,capacidad_maxima,tipo_instalacion,fecha_inauguracion
"UNIVERSITY OF MINNESOTA MEDICAL CENTER, FAIRVIEW",08683 Sachtjen Center,Rosario,8504,905-685-0988,1:04 AM,2:20 PM,8653,gimnasio,1/3/1997
MARYVIEW HOSPITAL,459 Spenser Terrace,Anyang-si,,160-622-2953,7:11 PM,1:26 AM,4012,gimnasio,
LUTHERAN HOSPITAL,,Lago,,495-743-1724,12:37 PM,11:54 PM,2578,piscina,10/5/1911
COOK CHILDREN'S MEDICAL CENTER,4847 Scofield Parkway,Thị Trấn Na Sầm,,364-992-0562,4:28 PM,5:43 AM,4750,campo deportivo,1/9/1949
ST. FRANCIS HOSPITAL AND HEALTH CENTERS,3 Raven Street,Angkimang,,206-826-3973,7:19 PM,6:29 PM,8878,piscina,4/11/1941
INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL INC,63109 Scofield Road,Simpang,,842-393-3671,8:09 AM,11:24 PM,6434,campo deportivo,11/10/1902
HACKENSACK UNIVERSITY MEDICAL CENTER,382 Brown Alley,Dogbo,,686-101-9908,7:44 AM,11:17 AM,4896,campo deportivo,4/23/1980
CHILLICOTHE VA MEDICAL CENTER,885 Sauthoff Crossing,Carmen de Viboral,054457,570-219-9446,9:46 AM,9:50 AM,2827,gimnasio,
REEDSBURG AREA MEDICAL CENTER,6 Lillian Plaza,Ra’s Bayrūt,,108-379-6759,7:16 AM,3:24 AM,7118,gimnasio,4/7/1912
THE MIRIAM HOSPITAL,7 Hallows Junction,Touying,,475-753-6926,2:33 PM,1:39 AM,8908,piscina,10/1/1976
CARILION ROCKBRIDGE COMMUNITY HOSPITAL,3420 Londonderry Trail,Kandi,,921-424-3212,7:55 AM,11:07 PM,4506,campo deportivo,10/28/1984
ADVANCED MEDICAL CENTER,0 Tony Junction,Camajuaní,,769-798-1249,6:55 AM,11:44 AM,793,campo deportivo,5/15/2015
CHESAPEAKE HOSPITAL CORPORATION,0 Carberry Plaza,Libourne,33515 CEDEX,592-318-7455,12:11 AM,10:51 AM,6090,gimnasio,5/9/2004
MICHAEL E DEBAKEY VA MEDICAL CENTER,03989 Swallow Street,Huaihe,,206-782-7849,1:10 PM,5:14 PM,5433,gimnasio,7/20/1957
NEW YORK METHODIST HOSPITAL,72 Rockefeller Pass,Halmstad,300 10,444-824-2322,1:53 AM,1:14 PM,1451,piscina,2/22/1928
HEAVENLY HANDS HOLISTIC MEDICAL CENTER INC,5965 Westend Terrace,Lovrenc na Pohorju,2344,102-873-0080,4:33 PM,1:24 PM,3217,piscina,2/7/2002
CASA GRANDE COMMUNITY HOSPITAL,49209 Starling Drive,Seleuš,,665-942-9817,7:37 AM,2:37 PM,4426,campo deportivo,1/25/1971
GOOD SAMARITAN HOSPITAL,,Hultsfred,577 32,582-835-9897,6:44 AM,2:19 PM,7061,campo deportivo,11/6/1978
FORT BELVOIR COMMUNITY HOSPITAL,3673 Crownhardt Circle,Kuishan,,537-120-3945,9:46 AM,5:07 PM,1335,campo deportivo,12/19/2000
"THE GOOD SAMARITAN HOSPITAL OF CINCINNATI, OHIO",1148 Esch Terrace,Sekolan,,250-248-9532,6:59 PM,4:51 AM,1419,campo deportivo,4/15/1978
MILTON S HERSHEY MEDICAL CENTER PHYSICIANS GROUP,32 Carberry Drive,Zvenyhorodka,,681-763-7447,9:11 AM,3:52 PM,7066,piscina,9/28/2016
"POCONO MEDICAL CENTER, INC.",03925 Texas Avenue,Balingueo,2419,539-172-9170,6:17 AM,2:56 AM,1270,campo deportivo,12/29/1999
"REHAB ASSOCIATES OF JACKSON HOSPITAL, LLC",163 Gulseth Road,Horní Bříza,330 12,906-702-9018,1:23 AM,9:33 PM,,campo deportivo,5/5/1923
NORTH BROWARD HOSPITAL DISTRICT,45 Forest Road,Puksoozero,164251,107-390-7455,9:48 PM,2:28 AM,2999,campo deportivo,9/15/1926
GEARY COUNTY HOSPITAL,,Saño,,533-984-1015,11:36 PM,9:50 AM,9738,gimnasio,12/16/1914
WABASH GENERAL HOSPITAL DISTRICT,29 Sommers Center,Hövsan,,150-355-7279,2:30 AM,5:25 PM,3472,gimnasio,4/17/2000
FORSYTH MEMORIAL HOSPITAL INC,928 Colorado Way,Novomoskovsk,301767,863-660-6000,5:23 AM,3:56 PM,3618,campo deportivo,12/12/1975
MISSION HOSPITAL INC,0900 Delaware Court,El Ocotón,,545-313-1575,1:34 PM,9:05 PM,6603,piscina,11/4/1932
GRAHAM REGIONAL MEDICAL CENTER,14 Buena Vista Pass,Rana,2775-389,726-930-1285,10:22 PM,10:48 PM,802,gimnasio,7/15/1970
GOSHEN MEDICAL CENTER INCORPORATED,00973 Northview Road,Wat Sing,17120,616-154-8225,10:11 AM,9:11 AM,6618,campo deportivo,7/4/1927
UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,4533 Pawling Center,Wuhu,,768-832-6766,10:41 PM,5:33 AM,6028,campo deportivo,9/1/2018
PROVIDENCE HOSPITAL,82012 Hollow Ridge Trail,Obukhiv,,912-360-4470,11:06 PM,3:54 AM,8115,piscina,2/26/1943
IHC HOSPITALISTS LLC,0626 Monterey Road,Mégara,,113-456-3665,5:37 AM,12:24 AM,7822,gimnasio,4/30/1947
KNAPP MEDICAL CENTER,07795 Amoth Court,Psachná,,416-792-3722,4:36 PM,6:08 AM,2445,campo deportivo,6/3/1934
"ESTRELLA PKWY MEDICAL CENTER, LLC.",07 Lukken Hill,Xiaofayi,,221-496-3091,6:29 AM,11:24 PM,,gimnasio,1/19/1967
JEFFERSON UNIVERSITY HOSPITAL,006 Brentwood Road,El Carmen de Bolívar,132059,280-321-3130,9:47 PM,2:41 AM,9503,campo deportivo,7/1/1961
LIVING WATERS MEDICAL CENTER,362 Hanson Trail,Humpolec,342 01,321-357-7453,4:17 AM,6:46 PM,5376,piscina,3/30/1913
WINDSOR HOSPITAL CORPORATION,31882 5th Road,Chaloem Phra Kiat,40250,258-442-9595,5:39 PM,12:31 AM,,gimnasio,10/26/1923
"CUMBERLAND MEDICAL CENTER, INC.",3 Chinook Drive,Dayr Sharaf,,784-428-4693,2:49 AM,5:26 PM,7951,campo deportivo,9/7/2013
COOK CHILDREN'S MEDICAL CENTER,005 Steensland Point,Laúndos,4570-308,922-295-3162,12:21 AM,2:25 AM,7118,gimnasio,10/20/1922
MERCY HOSPITAL OF DEVILS LAKE,52 Miller Hill,Alenquer,2580-306,756-971-4038,1:44 PM,10:37 PM,3583,campo deportivo,3/9/1980
WAYNE MEMORIAL HOSPITAL PHARMACY,4130 Ronald Regan Alley,Wasquehal,59444 CEDEX,719-956-3282,11:22 AM,5:07 PM,3478,campo deportivo,1/23/1903
ELI MEDICAL CENTER INC,5771 Lukken Trail,He’an,,326-849-0984,11:21 AM,9:59 AM,4674,piscina,6/9/1952
SUN CITY HOSPITAL INC,6 Maywood Parkway,Menanga,,911-100-7313,9:58 PM,12:13 PM,502,piscina,9/27/1907
DISTRICT HOSPITAL PARTNERS L P,33072 Talmadge Plaza,Marelesu,,467-694-7927,5:20 PM,11:16 AM,5861,piscina,11/17/1919
"WILLIS KNIGHTON MEDICAL CENTER, INC.",83191 Moland Court,Osvaldo Cruz,17700-000,473-753-8415,11:27 PM,10:12 AM,9713,campo deportivo,2/27/2005
THE FLOATING HOSPITAL INC.,62 Oneill Way,Zinder,,202-262-5207,2:20 PM,10:28 AM,8853,piscina,12/3/2001
T & Z HOSPITAL SOLUTIONS PLLC,736 Bultman Lane,Pontevedra,6105,629-105-1575,11:51 AM,8:24 PM,8117,campo deportivo,2/26/1965
KIOWA COUNTY HOSPITAL AUTHORITY,6 Bunting Way,Hobor,,447-172-8364,8:25 AM,3:20 AM,9559,gimnasio,2/1/1980
ST MARY MERCY HOSPITAL,61 Hallows Way,Piraí do Sul,84240-000,153-100-3164,1:45 AM,3:15 AM,9049,campo deportivo,6/25/2009
"FAITH TEMPLE MEDICAL CENTER, LLC",18 Lyons Hill,Safotulafai,,683-496-2983,1:22 PM,1:59 PM,2295,campo deportivo,12/28/1978
WAUPUN MEMORIAL HOSPITAL,63 Lillian Lane,Järfälla,177 40,731-834-2972,12:15 PM,5:30 PM,1670,piscina,
LANCASTER GENERAL HOSPITAL,4543 Beilfuss Drive,Rusocice,34-115,971-999-3595,11:04 PM,3:58 PM,3127,gimnasio,5/7/1964
CHILDRESS COUNTY HOSPITAL DISTRICT,06902 Jenifer Lane,Tanniu,,784-469-8704,11:21 AM,8:43 AM,2728,gimnasio,4/4/1971
FOSTORIA COMMUNITY HOSPITAL,635 Badeau Way,Tucheng,,607-805-7366,4:00 PM,9:45 AM,6308,campo deportivo,
OUR LADY OF BELLEFONTE HOSPITAL,1 Sunnyside Trail,Tabaquite,,230-718-0607,3:05 PM,12:47 AM,375,piscina,7/1/2022
VA HOSPITAL BROOKLYN NEW YORK,186 Lerdahl Junction,Kafr Şaqr,,450-465-1158,12:52 PM,5:48 PM,4457,piscina,2/7/2016
COLUMBIA NORTH HILLS HOSPITAL SUBSIDIARY LP,14 Bay Center,Punta Gorda,,613-808-8867,12:02 PM,9:13 PM,,piscina,5/27/1966
JENNIE STUART MEDICAL CENTER,5 Meadow Valley Junction,Káto Nevrokópi,,378-250-4723,11:44 PM,7:39 AM,5955,piscina,9/28/1917
"JEFFERSON COUNTY MEMORIAL HOSPITAL, INC.",5 Basil Road,Aganan,5001,606-548-6494,9:15 AM,12:24 AM,6412,gimnasio,4/25/2016
PINNACLE HEALTH HOSPITALS,282 Birchwood Way,Amirdzhan,,871-139-3142,12:43 AM,1:16 AM,3863,gimnasio,
SOUTHERN HOSPITALITY HOME CARE LLC,2 Bonner Parkway,Kalchevaya,,991-239-9999,10:43 AM,7:55 PM,9158,gimnasio,3/13/1926
ST VINCENT DUNN HOSPITAL INC,4189 Eggendart Street,Bromma,161 26,827-269-6524,5:57 PM,7:07 AM,6958,campo deportivo,2/17/1986
MERCY HEALTH-ALLEN HOSPITAL LLC,,Synevyr,,424-261-7713,10:22 AM,9:17 PM,6812,piscina,11/28/1980
EL PASO COUNTY HOSPITAL DISTRICT,53511 Tomscot Lane,Geghanist,,611-587-2292,7:20 PM,3:07 AM,7320,gimnasio,1/27/1952
HELIOS MEDICAL CENTER LLC,735 Helena Parkway,Kelasuri,,710-783-8911,9:57 AM,9:45 PM,829,campo deportivo,6/21/1935
GENESIS MEDICAL CENTER CORP,8179 Hudson Avenue,Golomunta,,747-113-2461,6:30 AM,7:51 PM,5213,gimnasio,4/13/1934
DELTA COUNTY MEMORIAL HOSPITAL,61685 Oakridge Road,Hongqi,,380-701-1367,12:42 PM,12:36 PM,,campo deportivo,4/18/1932
FAMILY MEDICAL CENTER PC,2 Lyons Road,Svetlogorsk,663214,776-257-4678,3:35 PM,6:35 PM,4910,piscina,8/23/1920
UPPER VALLEY MEDICAL CENTER,22 Mifflin Road,Damasak,,735-807-9602,2:22 AM,9:06 PM,5911,piscina,4/5/1986
"NORTON HOSPITALS, INC",8 Comanche Lane,Yuanjue,,314-343-0890,3:38 PM,7:23 PM,1131,piscina,2/12/1912
CARL R DARNALL ARMY MEDICAL CENTER,0957 Debs Point,San Casimiro,4332,774-225-5900,5:59 PM,2:58 AM,1350,piscina,2/19/2019
VIBRA HOSPITAL OF SPRINGFIELD LLC,94503 Redwing Drive,Cimara,,176-979-4501,2:04 PM,10:15 AM,,gimnasio,8/8/1946
PIONEER MEMORIAL HOSPITAL & HEALTH SERVICES,24 Oneill Point,Zhonglong,,290-455-9585,1:02 AM,3:50 PM,371,campo deportivo,3/10/2002
IVETMAR MEDICAL CENTER CORP,0107 Dunning Pass,Oenpeotnai,,188-116-1796,11:05 PM,6:26 PM,5316,piscina,6/14/2021
NOR-LEA HOSPITAL DISTRICT,7 Ryan Way,Yarang,94160,257-515-8622,8:10 PM,1:24 PM,1786,campo deportivo,3/16/1916
BLOOMFIELD MEDICAL CENTER PLC,00 Golf Circle,Uralets,622910,742-266-9190,4:16 AM,7:57 AM,2736,campo deportivo,
KIRKSVILLE MISSOURI HOSPITAL COMPANY LLC,5 Sloan Alley,Saarbrücken,66119,820-237-4631,2:48 AM,11:42 PM,6996,gimnasio,9/19/1948
HERINGTON MUNICIPAL HOSPITAL,449 Golf Avenue,Lijiang,,286-775-7070,8:40 AM,5:25 PM,731,gimnasio,5/25/1964
BRIGHAM AND WOMEN'S HOSPITAL,280 Caliangt Trail,Dengjiang,,982-997-0046,4:29 AM,4:55 AM,7016,campo deportivo,10/19/1980
CHELSEA COMMUNITY HOSPITAL,0 Lukken Lane,København,1757,955-426-3941,9:24 AM,8:04 PM,9079,campo deportivo,12/18/1938
"HOSPITALIST MEDICINE PHYSICIANS OF CONNECTICUT, LLC",126 Steensland Junction,Drummondville,J2E,847-495-3967,11:19 PM,3:36 PM,9369,gimnasio,2/4/1989
STILLWATER MEDICAL CENTER AUTHORITY,225 Southridge Crossing,Tambangan,,565-246-4710,12:09 PM,1:30 PM,9564,piscina,9/25/2002
FERRELL HOSPITAL COMMUNITY FOUNDATION,,Yongfa,,268-913-6944,6:51 AM,1:38 AM,9705,piscina,12/14/1947
NEW WORD MEDICAL CENTER CORP,72 Mallard Street,Rio Negro,83880-000,202-732-5130,9:22 AM,3:36 AM,3331,piscina,11/9/1978
CORONA REGIONAL MEDICAL CENTER,47 Brickson Park Point,Pa Bon,93170,775-229-4022,2:31 PM,9:31 PM,2182,campo deportivo,8/2/1919
"TRANSYLVANIA COMMUNITY HOSPITAL, INC",64778 Victoria Pass,Jatirejo,,944-252-2045,10:00 AM,11:13 AM,3623,campo deportivo,8/31/2019
PAM REHABILITATION HOSPITAL OF TAVARES LLC,313 High Crossing Drive,Tiên Phước,,119-185-6276,9:01 PM,1:58 AM,2221,gimnasio,4/2/1937
"STEWARD CARNEY HOSPITAL, INC.",01572 Ryan Junction,Sakai,999-2256,275-394-1905,7:04 AM,7:35 PM,1927,campo deportivo,1/27/1963
PLAINS HOSPITAL CORPORATION,56 Moland Junction,Ożarowice,42-625,353-565-1624,6:24 PM,4:09 AM,9171,campo deportivo,10/31/2000
ST MARY'S HOSPITAL FOR CHILDREN,6303 Old Gate Parkway,Loughrea,H62,772-359-7516,12:15 AM,2:24 AM,5196,campo deportivo,4/5/1941
NAVAL HOSPITAL PENSACOLA,37 Village Circle,Darband,,569-908-7630,6:28 AM,1:41 AM,2366,piscina,7/8/1964
LOWER VALLEY HOSPITAL ASSOCIATION,19 Ruskin Trail,Livadiya,363001,403-648-1848,5:39 AM,6:03 PM,,campo deportivo,11/14/2021
"AMANA MEDICAL CENTER, P.A.",9 Esker Lane,Ansheng,,640-310-1969,10:16 PM,10:20 AM,8445,campo deportivo,6/27/1940
SPARTANBURG MEDICAL CENTER,,Liudu,,219-136-4196,3:01 AM,8:50 PM,3517,piscina,11/14/1981
"INFIRMARY HEALTH HOSPITALS, INC.",4140 Continental Place,Aluminé,8203,365-665-5200,12:27 AM,8:30 PM,3089,gimnasio,6/28/1973
"UNIVERSITY HOSPITALS PROFESSIONALS, LTD",1 Heath Park,Želetava,675 26,711-178-8472,2:12 AM,8:50 AM,1306,gimnasio,11/30/1963
SAINT JOSEPH REGIONAL MEDICAL CENTER- PLYMOUTH CAMPUS INC,0057 Sugar Avenue,Baise City,,496-857-1506,7:46 AM,11:37 PM,4658,piscina,11/23/1978
SOUTH FLORIDA PEDIATRIC HOSPITALISTS,83 Hayes Point,Mboto,,966-469-5520,2:43 AM,4:22 AM,104,gimnasio,9/26/1956
"TATTNALL HOSPITAL COMPANY, LLC",0461 Becker Center,Cortinhas,4635-115,844-452-3208,4:27 PM,10:23 PM,9968,piscina,4/25/2005
MACON COUNTY SAMARITAN HOSPITAL,85617 Susan Court,Jiangdulu,,161-605-0594,7:10 PM,2:14 AM,9509,gimnasio,9/29/1962
DUBOIS REGION MEDICAL CENTER,1536 Sauthoff Court,Yinzhu,,506-849-1782,1:28 PM,6:16 PM,4652,piscina,9/27/1926
HOLLAND COMMUNITY HOSPITAL,656 Melby Circle,Kiruna,981 22,396-819-7516,10:49 AM,8:20 AM,4251,gimnasio,4/28/2019
PERRY COUNTY MEMORIAL HOSPITAL,4 Sunnyside Way,Leiguan,,611-135-6935,5:46 AM,7:04 AM,3395,gimnasio,7/21/2012
HIGHLAND FAMILY MEDICAL CENTERS PA,48918 Fisk Place,Machinda,,277-743-1414,6:51 AM,10:25 AM,2892,campo deportivo,2/24/1900
COMMUNITY HOSPITALS OF INDIANA,93 Daystar Drive,Bonao,11302,194-158-4694,2:11 AM,3:00 PM,9388,piscina,8/10/1968
TRIPLER ARMY MEDICAL CENTER,62822 Burning Wood Drive,Narva-Jõesuu,,789-986-3122,6:05 PM,1:30 AM,5275,gimnasio,4/16/1907
SEVENTH-DAY ADVENTISTS LOMA LINDA UNIVERSITY MEDICAL CENTER,24 Morrow Alley,Mashui,,997-176-9135,9:50 PM,4:24 PM,9764,campo deportivo,1/18/1970
BELLIN MEMORIAL HOSPITAL INC,57 Crownhardt Point,Pérez,2121,549-243-6444,9:36 PM,11:10 PM,393,campo deportivo,9/28/1985
MEMORIAL HOSPITAL AT GULFPORT,40 Lerdahl Avenue,Abuko,,807-516-1809,11:06 PM,4:46 PM,2656,gimnasio,9/21/1956
MERCY CATHOLIC MEDICAL CENTER OF SOUTHEASTERN PA,43122 Muir Junction,Emiliano Zapata,70805,790-828-0200,5:58 AM,9:48 AM,7067,gimnasio,
EMANUEL COUNTY HOSPITAL AUTHORITY,4355 Charing Cross Place,Ossora,688700,193-146-9391,3:56 PM,11:36 AM,1407,gimnasio,10/18/1966
LOCKNEY GENERAL HOSPITAL DISTRICT,65177 Basil Parkway,Kamenjane,1221,238-426-4528,5:23 PM,2:18 AM,7969,gimnasio,12/2/2013
CHICKASAW NATION DIVISION OF HEALTH/CHICKASAW NATION MEDICAL CENTER,82767 Washington Center,Calidñgan,1805,332-482-3204,6:26 PM,2:42 PM,1962,gimnasio,12/24/2022
CLEVELAND REGIONAL MEDICAL CENTER,15407 Eggendart Drive,Al Mughayyir,,645-341-3048,4:09 PM,9:05 AM,555,campo deportivo,3/2/1984
"FELDMAN'S MEDICAL CENTER PHARMACY, INC.",0 Vidon Park,Kuanchuan,,562-759-4914,11:17 AM,3:46 AM,8927,campo deportivo,9/18/2010
JF HOSPITALITY INC,75 Lyons Court,Santa Rosa,,985-976-1624,3:48 PM,10:03 PM,2891,campo deportivo,3/26/1938
GEISINGER LEWISTOWN HOSPITAL,5 Debs Alley,Kulary,366606,108-282-0533,10:52 PM,7:00 AM,2315,gimnasio,12/18/1929
GOSHEN HOSPITAL ASSOCIATION INC,280 Dwight Lane,Hucun,,531-789-7125,9:22 AM,7:45 AM,6004,piscina,12/21/2007
"GREATER BALTIMORE MEDICAL CENTER, INC.",2817 Dottie Drive,Lidingö,181 41,937-305-3058,11:34 PM,6:24 PM,6808,campo deportivo,10/11/1997
DANBURY HOSPITAL,4 Stuart Street,Colón,,251-769-5165,2:59 AM,11:43 PM,6606,piscina,1/17/1955
"RICHLAND MEDICAL CENTER, INC.",42116 Troy Alley,Fotolívos,,522-334-2706,8:45 PM,8:09 PM,1856,campo deportivo,7/17/1968
NEW LIBERTY HOSPITAL CORPORATION,140 Summer Ridge Alley,Mander,,128-326-5293,2:01 PM,9:12 AM,7243,campo deportivo,12/19/1996
WINTER HAVEN HOSPITAL INC,833 Dixon Road,Tongmuluo,,762-785-2791,7:50 PM,3:50 AM,3578,gimnasio,4/4/1930
PIRIS MEDICAL CENTER LLC,,Komendantsky aerodrom,347703,621-187-2013,1:54 PM,6:45 AM,486,campo deportivo,
"REGENCY HOSPITAL OF GREENVILLE, LLC",94877 Meadow Vale Avenue,Oncativo,5986,242-682-1692,2:40 PM,11:59 AM,8493,campo deportivo,2/5/1905
"KAPLAN GENERAL HOSPITAL, INC.",22280 Graedel Center,Pavliš,,360-717-7134,5:22 AM,6:06 PM,6216,campo deportivo,7/5/1990
